item_name,item_type,ingredients
Maggi Chicken noodles,drink,"tastemaker: mixed spices (dehydrated onion, dehydrated onion bits, dried garlic powder , red chilli flakes , black pepper powder , dried garlic bits , red chilli powder , spice extract blend (capsicum extract, coriander extract, cumin extract), turmeric powder, nutmeg powder), sugar, noodle powder (refined wheat flour (maida), palm oil, iodised salt, gluten, thickeners (508, 412), acidity regulators (501(i), 500 (i)), humectant (451(i))), iodised salt, starch, dehydrated chicken powder (chicken meat , chicken fat , humectant 420(ii), iodised salt, onion, dehydrated bread, acidity regulator (330)), thickener (508), flavour enhancer (635), liquid chicken fat (chicken fat , acidity regulator (330), sunflower oil, antioxidants (307(b), 320)), caramel salt mix (iodised salt, colour (150d), palm oil), palm oil, acidity regulator (330), mineral (ferric pyrophosphate) and dehydrated kasuri methi leaves. contains permitted natural colour and added flavours (natural flavour and nature identical flavouring substances). may contain eggs, milk solids and soya"
Patanjali Ayurved Ltd. Unpolished Pulses (Mix Pulses),drink,"split chickpeas (chana dal 25%), green gram (moong dal chilka 25%), red lentil (masur dal 20%), split black gram (urad chilka 20%), pigeon pea (arhar/tur dal 10%)"
Haldirams Bhujia sev,snack,"tepary beans (moth dal) flour, refined cotton seed oil, bengal gram flour (besan), edible common salt, red chilli powder, clove powder, black pepper, coriander seed, dried ginger powder, cardamom, bay leaves, nutmeg & cinnamon. allergen: may contains almond, cashew, wheat, milk, soy, mustard seed, peanut & sesame seed"
Cadbury Chocobakes Choc layered Cakes,snack,"cake (45%*) - (refined wheat flour (maida), sugar, humectants (420 (ii), 422, 1520), palmolein, liquid glucose, milk solids, cocoa solids, starch, emulsifiers (322, 475, 471, 491), raising agent (500(i),450(1), 341()), lodised salt, flavours (natural flavour, nature identical flavouring substances), preservative (202), stabilizer (415)); chocolayer (29%*)-(sugar, hydrogenated vegetable oils, lactose-rich deproteinized whey permeate powder, cocoa solids, emulsifiers (442, 476)), flavours (nature identical, artificial (vanilla and caramel) flavouring substances); filling (26%*) - (sugar, fractionated fat, liquid glucose, humectant (422, 1520), water, emulsifiers (322, 475, 471, 491), cocoa solids, flavours (natural flavour, nature identical flavouring substances), lodised salt, preservative (202))"
Chings Red Chilli Sauce,condiment,"water, sugar, red chilli , garlic, ginger, lodised salt, thickener (ins 1422), acidity regulators (ins 261 ins 330), emulsifying and stabilizing agent (ins 415), preservative (ins 211). allergen advice: may contain: wheat, nut:, sesame seeds soy, mustard and milk"
Mix Farsan,snack,"gram flour, palm oil, bengal gram, edible starch, red chilli powder, bishops weed, curry leaves, salt"
chings Chowmein hakka noodles masala,condiment,"iodised salt, mixed spices (chilli, cumin, coriander), sugar, garlic powder, onion powder, flavour enhancer (ins 635), soy sauce powder (soybean, wheat, salt), anticaking agent (ins 551), acidity regulators (ins 330, ins 260), sunflower oil, natural flavouring substances"
Natura RAMSONS,food,roomspray my
Coca cola Sprite,drink,"carbonated water, sugar, acidity regulators (330, 331(iii)), preservative (211), sweetener (960), flavours (natural flavouring substances)"
Britannia The Original Bourbon Creme Biscuit with Chocolate,snack,"wheat flour, sugar , bakery shortening [palm oil, interesterified fat (palm), sesame oil], corn starch, colour (caramel i & iv), cocoa powder , whey powder, raising agents (sodium bicarbonate, ammonium bicarbonate), artificial flavouring substances (vanillin, milky cocoa & chocolate), emulsifiers (mono - and di-glycerides of fatty acids, soya lecithin), milk chocolate (contains milk) and lodized salt contains: wheat (gluten), sesame, milk products and soy"
Amul FRUIT N NUT Dark Chocolate,snack,"sugar, cocoa solids, cocoa butter, almonds, raisins, permitted emulsifiers (e322, e476)"
RAM BANDHU Pickel,drink,"green mangoes, edible common salt, edible rice bran oil, mustard chilli powder, fenugreek , turmeric powder, acidity regulator, compounded asafoetida, preservative"
NOW FOODS Ultra Omega-3 Fish Oil,food,"softgel capsule [bovine gelatin (bse-free), glycerin, enteric coating (pharmaceutical glaze, ethyl alcohol, ammonium hydroxide, glycerin, sunflower lecithin, medium-chain triglycerides), water] and d-alpha tocopherol (from sunflower). contains fish (anchovies, sardines)"
fortune refined soya bean oil,drink,refined soyabean oil permitted antioxidant tbhq (e-319). vitamin a and vitamin d
Kinder Cards,snack,"is waffle stuffed with milk and cocoa , lc wheat flour , fat-reduced cocoa powder (4 % leavening agent (sodium bicarbonate), vanillin, may contain saf ferrero polska commercial sp, z o,o,, ul, wiertnicza 126, 02 eugesta (kibirkšties g,8, lt-02242 vilnius), /izplatītājs: sia ,quot,eur riga, t, 67472500), / distributor: as mobec, kurekivi tee 6, leh wartość odżywcza / maistinė vertė/ uzturvertiba/nutritional value wartość energetyczna (energy) / energiné verté/enerģētiska vertiba/energy content tłuszcz /riebalal/tauki /rasvad w tym kwasy tłuszczowe nasycone / iš kurių sočiųjų riebalų rūgščių/ tostarp piesátinätäs taukskäbes/of which saturated fatty acids węglowodany/angliavandeniai/ oglhidrĳ �ti / carbohydrates w tym cukry/iš kurių cukrų/ tostarp cukuri /of which sugars białko/baltymai/olbaltumvielas/proteins sól/druska/sals/salt * referencyjna wartość spożycia dla przeciętnej osoby doroslej asmens vartojimo kiekis (8 400 kj/2 000 kcal/, quot,leteicamā deva vi adult reference intake (8 400 kj/2 000 kcal) 8 000500 347508,quot, 6 sztuk/ infolinia ferrer 801 55 oplata wedlug staw www,ferre serwis,konsumenck"
madhurima elaichi rusk,snack,"eat flour (maida), veast, suji, sugar, ground ut oil, vanaspati, salt, elaichi & khas-khas tritional value of elaichi rusk 500 gm&quot; ameter test result as per 500g protacgt ehergy 2399"
Sunfeast Glucose Biscuits,snack,"refined wheat flour (maida) , sugar, refined palm oil, invert syrup, raising agents [ins 503(1), ins 500 (i)], iodized salt, liquid glucose , emulsifiers [ins 322(0, ins 472e], milk solids , mineral and vitamin premix [mzinc (zinc oxide), ^vitamin a (retinyl palmitate)] and flour treatment agent (ins 223)"
Amul Cheese slices,food,"cheese, _milk_ solids, emulsifying salts (e452, e339, e341, e331), iodized salt, class ii preservatives (e200, e234)"
cipla Maxirich,food,"maxirich tulsi drops natural immunity booster other benefits •supports skin health •supports joint health •supports heart health •anti viral, anti bacterial •useful in urine infections •antioxidant which supports overall health an ayurvedic proprietary medicine each 1 ml contains extract of: shyam tulsi (ocimum sancțum) leaf 0.20 ml vishnu tulsi (ocimum tenuiflorum) leaf 0.20 ml ram tulsi (ocimum gratissimum) leaf 0.20 ml nimbu tulsi (ocimum citriodorum) leaf 0.20 ml van tulsi (ocímum basilicum) leaf 0.15 ml base q.s. dosage: 5-10 drops, 2-3 times a day in water (lukewarm) or tea or as directed by a physician shake well before use. keep out of reach of children storage conditions: store under cool, dark & dry place, at temperature not exceeding 30°c. protect from direct sunlight"
Nestle a slim,food,skimmed milk
Haldiram moong dal,drink,"split pulse moong (moong dal) , refined cotton seed oil & lodised salt"
Amul Shrikhand,sweet,"milk solids, sugar, elaichi powder"
sanofu cod liver oil capsules,food,cod liver oil
parle Milano,snack,"refined wheat flour (maida), chocolate [sugar, cocoa solids, cocoa butter, dextrose, emulsifier of vegetable origin (soya lecithini and artificial flavouring substances-vanilla], refined palm oil, sugar, invert sugar syrup, liquid glucose, butter, raising agents (503 500 . milk solids, cocoa solids , 10dised salt and emulsifier of vegetable origin [diacetyltartaric and fatty acid esters of glyceroli. contains added flavours ( artificial flavouring substances - chocolate and vanilla)"
grb pure ghee,food,"milk fat nutrition facts serving size 1 tbsp (14g) 32.5 servings per container calories amount per serving total sugars og dietary fiber og sodium org total carbohydrate og cholesterol 28mg trans fat og total fat 14g saturated fat 9g % daily value* 126 18% 45% 33333 includes og added sugars 0% protein og iron 0mg potassium omg calcium omg vitamin d 0mcg &quot;the % daily value (dv) tells you how much rent in a serving of food contributes to a dally 2,000 calories a day is used for geral nutrition advice lot no: 4121224 mfd: use by: 10.04.2025 broucher tri you by b ty ltd 8 906010 360115 downs. uic 3201 com.au keep your city clean"
English Oven Sandwich bread,drink,"refined wheat flour (maida),water,yeast,sugar,edible common salt,edible vegetable oils(palm) wheat gluten, soya flour,class ii preservative (282),acidity regulator (260),emulsifier [471, 472e, 481(l)],improvers [170(l),510,923,1100] and antioxidant (300)"
Horlicks Classic Malt,drink,"malt [barley , wheat flour (atta), wheat, millet], milk solids , sugar, wheat gluten, minerals, edible lodized salt, soy protein isolate, acidity regulators [ins 501(ii), 500(ii)], vitamins. allergen information: contains wheat, barley, milk & soy"
parle Agro Frooti mango drink,drink,"water, mango pulp , sugar, acidity regulators [(ins330, ins331(iii)],antioxidant (ins300), mature-identical flavouring substances (mango) and synthetic food colour (ins110)"
Hide and seek -bourbon,food,parle platina net wt./poids net: 150 g/5.3 oz biscuits sandwich artificiellement aromatisés au chocolat hide & seek bourbon artificially chocolate flavoured sandwich cookies export pack emballage pour exportation bourron urbon
Parle Rusk Real Premium Elaichi,drink,"refined wheat flour (maida) , sugar, refined palm oil, suji, yeast, iodised salt, wheat ġlutén, emulsifiers of vegetable origin [(322, 481(i), 472e, 471)], wheat fibre, spices [cardmom seeds ], antiòxidant (300], floúr treatment agent [1100(1). contains added flavours (artificial flavouring substances - cardamom)"
Bikano Khatta Meetha,snack,"refined palmolein oil, rice flakes , sugar (sucrose), chickpea flour , peanuts , dried green peas, lentils, sago, split bengal gram, mixed spices, rice flour, lodized salt, turmeric, carom seeds, black salt, citric acid (e 330) as acidity requlator, sodium bicarbonate [e 500 (ii)] as leavening agent"
Madhur Sugar,sweet,refined crystal sugar
Everest Pav bhaji masala,food,"chilli, coriander, cumin, dry mango, cassia leaf, black pepper, cassia, clove, turmeric, dry ginger, star anise, fennel, black cardamom and common salt"
Catch Hing,drink,"white flour, asafoetida, edible gum, wheat flour 55% approx"
Holland  Barrett Vitamin D3,food,"microcrystalline cellulose (i̇ns 460(), dicalcium phospinate (ins 341(ii)), maltodextrin, starch, magnesium stearate (ins 470(iii), silicon dioxide (ins 551), sucrose, vitamin d3 (as cholecalciferol)"
Nissin Top Ramen Masala Noodles,food,"instant noodles with seasoning redients: noodles : refined wheat flour (maida), edible vegetable oil (palm oil), lodised salt, acidity regulators [ins 451(i) & ins 500(i)], mixed spices 0.17% (turmeric, coriander, cumin & red chilli), antioxidant (ins 319) & thickener (ins 412). seasoning mix : sugar, mixed spices 17.51% (coriander, turmeric, cumin, red chilli, ginger, fenugreek, black pepper, clove cinnamon, green cardamom, nutmeg & star anise), lodised salt, hydrolysed vegetable protein powder (soya), onion powder, noodle powder (refined wheat flour (maida), edible vegetable oil (palm oil), lodised salt, acidity regulators [ins 451 (i) & ins 500(i)], mixed spices 0.17% (turmeric, coriander, cumin & red chilli), antioxidant (ins 319) & thickener (ins 412)), corn starch, garlic powder, flavour enhancers (ins 631&ins 627), yeast extract powder, acidity regulator (ins 330), colour [ins 100(ii)] & natural flavour. allergen information: contains wheat & soy. may contain milk"
Yoga Bar Muesli,drink,"60% whole grains (rolled oats, brown rice flakes, quinoa flakes). 17% dried fruits (raisins. apricots. cranberry. blackcurrants). 14% seeds & nuts (pumpkin, almonds, chia. flax). strawberry powder. date syrup, jaggery, rice bran oil, himalayan pink salt"
Cadbury Oreo Cream Biscuit,snack,"refined wheat flour (maida), sugar, edible vegetable fat, palmolein, cocoa solids (3%*), invert sugar, leavening agents [500(ii), 503(ii)], lodised salt, emulsifier (322). contains added flavour (nature identical flavouring substances). allergen information: contains wheat. may contain milk"
Nongshim Shin Kimchi,drink,"noodles: wheat flour, starches (wheat), vegetable oil (contains antioxidant (307b)), s mineral salts (501, 500, 339), emulsifier (322, sc soy sauce (soy, wheat, salt), sweetener (420), colour (101). soup base: salt, maltodextrin, sugar, flavour enhancers (621, 627, 631), hydrolysed vegetable protein (soy, wheat), yeast extract, starches (wheat), soy, thickeners (412, 414), food acid (330), glucose, vegetable oils (soy), colour (150c), soy sauce (soy, wheat, salt), emulsifier (322, soy), garlic. flakes: dried vegetables, dried kimchi (1%, vegetables, salt). contains: wheat, gluten, soy. may contain crustacean, mollusc, egg, fish, peanut, milk, tree nuts and sesame"
